doi,cluster,phase,note,year,tier,score,S_topo,N_link,direct,sim,nearest_known,generic,openalex
10.1016/j.isprsjprs.2018.06.022,lai,4,Estimation of the directional and whole apparent clumping index (ACI) from indirect optical measurem,2018,1,6.533,5.533,7,3,0.245,Demarez 2008,0,https://openalex.org/W2810621926
10.21829/myb.2018.2431711,light,4,Disponibilidad de luz bajo dosel en rodales de Abies religiosa,2018,1,6.525,6.525,9,4,0.009,Valladares 2006,0,https://openalex.org/W2902255916
10.1016/j.agrformet.2008.02.011,lai,4,Vertical integration of leaf area index in a Japanese deciduous broad-leaved forest,2008,1,6.523,6.152,7,3,0.128,Demarez 2008,0,https://openalex.org/W2037671312
10.1016/j.rse.2011.12.008,lai,4,Global clumping index map derived from the MODIS BRDF product,2012,1,6.512,5.512,7,2,0.258,Demarez 2008,0,https://openalex.org/W2166897060
10.1016/j.rse.2019.111296,lai,4,Global 500 m clumping index product derived from MODIS BRDF data (2001–2017),2019,1,6.504,5.504,7,2,0.27,Demarez 2008,0,https://openalex.org/W2969890884
10.1016/j.agrformet.2020.108101,lai,4,An assessment study of three indirect methods for estimating leaf area density and leaf area index o,2020,1,6.503,5.541,7,3,0.206,Demarez 2008,0,https://openalex.org/W3044040804
10.2307/1932254,light,4,On Bird Species Diversity,1961,1,6.493,5.879,7,2,0.16,Caswell 1976,0,https://openalex.org/W2048463265
10.1007/978-94-024-1098-3_2,light,4,Solar Radiation in Forests: Theory for Hemispherical Photography,2017,1,6.493,5.493,8,3,0.39,Leblanc 2005,0,https://openalex.org/W2612322136
10.2307/2260066,light,4,Photosynthetic Light Environments in a Lowland Tropical Rain Forest in Costa Rica,1984,1,6.485,6.296,7,3,0.104,Piper 2018,0,https://openalex.org/W2333862156
10.3390/rs13163325,lai,4,Comparative Evaluation of Algorithms for Leaf Area Index Estimation from Digital Hemispherical Photo,2021,1,6.483,5.483,7,3,0.215,Chianucci 2019,0,https://openalex.org/W3195878253
10.1016/j.agrformet.2013.04.010,lai,4,Comparison of direct and indirect methods for assessing leaf area index across a tropical rain fores,2013,1,6.478,5.955,8,2,0.148,Demarez 2008,0,https://openalex.org/W2136032982
,lai,4,Remote sensing of leaf area index : enhanced retrieval from close-range and remotely sensed optical ,2009,1,6.45,6.367,9,3,0.09,Fang 2019 LAI review,0,https://openalex.org/W1530664564
10.1007/s11258-014-0332-0,light,4,The contribution of understory light availability and biotic neighborhood to seedling survival in se,2014,1,6.435,5.435,7,3,0.302,Liu 2018,0,https://openalex.org/W2148739259
10.2139/ssrn.4692010,lai,4,Unsuitability for Leaf Area Index Estimation of Short and Dense Alpine Grassland Using Digital Hemis,2024,1,6.434,5.434,7,3,0.324,Demarez 2008,0,https://openalex.org/W4390755035
10.1016/s0034-4257(02)00074-3,lai,4,Global products of vegetation leaf area and fraction absorbed PAR from year one of MODIS data,2002,1,6.423,5.771,7,2,0.165,Fang 2019 LAI review,0,https://openalex.org/W2153243519
10.1016/j.agrformet.2010.04.011,lai,4,GAI estimates of row crops from downward looking digital photos taken perpendicular to rows at 57.5°,2010,1,6.408,6.393,8,3,0.081,Demarez 2008,0,https://openalex.org/W2062021861
10.1016/j.agrformet.2010.12.006,lai,4,Documenting improvement in leaf area index estimates from MODIS using hemispherical photos for Austr,2011,1,6.404,5.404,7,3,0.229,Demarez 2008,0,https://openalex.org/W2127110926
10.1016/j.rse.2022.113259,lai,4,Correcting for the clumping effect in leaf area index calculations using one-dimensional fractal dim,2022,1,6.393,5.393,7,2,0.262,Chianucci 2019,0,https://openalex.org/W4295743116
10.1109/jstars.2016.2569469,lai,4,Indirect Measurement of Forest Leaf Area Index Using Path Length Distribution Model and Multispectra,2016,1,6.379,5.743,7,2,0.163,Zhu 2016,0,https://openalex.org/W2417016522
10.3390/rs12111765,lai,4,Comparison of Smartphone and Drone Lidar Methods for Characterizing Spatial Variation in PAI in a Tr,2020,1,6.379,6.0,8,2,0.129,Leblanc 2005,0,https://openalex.org/W3032519630
10.1007/978-3-642-55819-1_17,light,4,Light Heterogeneity and Plants: from Ecophysiology to Species Coexistence and Biodiversity,2003,1,6.369,5.369,5,4,0.212,Helbach 2022,0,https://openalex.org/W127244001
10.1016/j.foreco.2007.09.070,light,4,Characterization of the spatial structure of the canopy in Pinus silvestris L. stands in Central Spa,2008,1,6.369,5.369,7,3,0.287,Demarez 2008,0,https://openalex.org/W2074139125
10.1590/0102-33062016abb0445,light,4,The role of terrestrial bromeliads in determining the spatial organization of plant life forms in a ,2017,1,6.369,5.952,8,4,0.134,Helbach 2022,0,https://openalex.org/W2595612943
10.1016/j.rse.2015.02.025,lai,4,Mapping urban forest leaf area index with airborne lidar using penetration metrics and allometry,2015,1,6.358,6.07,8,2,0.117,Demarez 2008,0,https://openalex.org/W2011525053
10.3390/rs71013410,lai,4,Extracting Leaf Area Index by Sunlit Foliage Component from Downward-Looking Digital Photography und,2015,1,6.358,5.487,7,2,0.194,Leblanc 2005,0,https://openalex.org/W2127904502
10.1016/j.agrformet.2010.11.009,lai,4,Comparison of methods for measuring gap size distribution and canopy nonrandomness at Järvselja RAMI,2010,1,6.356,6.356,7,4,0.078,Canham 1990,0,https://openalex.org/W1976927006
10.3390/rs9010052,lai,4,Estimating Savanna Clumping Index Using Hemispherical Photographs Integrated with High Resolution Re,2017,1,6.355,5.355,7,2,0.381,Demarez 2008,0,https://openalex.org/W2570832884
10.1111/j.1461-0248.2012.01864.x,light,4,Amazon forest carbon dynamics predicted by profiles of canopy leaf area and light environment,2012,1,6.323,5.535,6,3,0.183,Tang & Dubayah 2017,0,https://openalex.org/W2124399548
10.2307/2669569,field,4,Geostatistics: Modeling Spatial Uncertainty,2000,1,6.314,5.905,6,3,0.133,Zhang 2004,0,https://openalex.org/W2027792629
10.1080/10618600.2016.1164534,field,4,Circulant Embedding of Approximate Covariances for Inference From Gaussian Data on Large Lattices,2016,1,6.302,5.302,6,4,0.213,Dietrich & Newsam 1997,0,https://openalex.org/W2311351094
,light,4,LA DISPONIBILIDAD DE LUZ BAJO EL DOSEL DE LOS BOSQUES Y MATORRALES IBÉRICOS ESTIMADA MEDIANTE FOTOGR,2006,1,6.301,6.301,8,5,0.014,Valladares 2006,0,https://openalex.org/W2111443588
10.1080/01431161.2024.2302949,lai,4,"Intercomparison of leaf area index observed by destructive sampling, plant canopy analyzer and traci",2024,1,6.295,5.856,8,2,0.137,Fang 2019 LAI review,0,https://openalex.org/W4391291175
10.1016/j.agrformet.2025.110395,lai,4,Separating leaf area index from plant area index using semi-supervised classification of digital hem,2025,1,6.288,5.727,7,3,0.153,Chianucci 2019,0,https://openalex.org/W4406799613
10.1016/j.agrformet.2014.01.016,lai,4,Continuous observation of leaf area index at Fluxnet-Canada sites,2014,1,6.286,5.915,7,2,0.128,Demarez 2008,0,https://openalex.org/W2149550872
10.1139/x10-085,lai,4,Sampling gap fraction and size for estimating leaf area and clumping indices from hemispherical phot,2010,1,6.284,5.284,7,3,0.319,Demarez 2008,0,https://openalex.org/W2083031250
10.1016/j.agrformet.2014.03.008,lai,4,Can the plant area index of a submerged vegetation canopy be estimated using digital hemispherical p,2014,1,6.265,5.265,7,2,0.435,Leblanc 2005,0,https://openalex.org/W1963943429
10.11834/jrs.20221647,lai,4,Sampling scale effects of vegetation apparent clumping index obtained by digital hemispherical photo,2023,1,6.264,5.264,7,2,0.267,Demarez 2008,0,https://openalex.org/W4382288728
10.3390/rs17111891,lai,4,Retrieving the Leaf Area Index of Dense and Highly Clumped Moso Bamboo Canopies from Sentinel-2 MSI ,2025,1,6.258,5.258,6,2,0.262,Demarez 2008,0,https://openalex.org/W4410859817
10.1007/978-94-009-5526-4_19,evo,4,Coexistence of plant species with similar niches,1985,1,6.243,6.084,8,2,0.1,Helbach 2022,0,https://openalex.org/W1538487800
10.2307/1940201,light,4,Forests are Not Just Swiss Cheese: Canopy Stereogeometry of Non‐Gaps in Tropical Forests,1989,1,6.241,6.173,7,3,0.088,Canham 1990,0,https://openalex.org/W2276536780
10.11118/actaun202068030559,lai,4,Comparison of LiDAR-based Models for True Leaf Area Index and Effective Leaf Area Index Estimation i,2020,1,6.23,5.866,8,2,0.127,Demarez 2008,0,https://openalex.org/W3039197617
10.1007/978-1-4615-6881-0_15,forest,4,The Problem of Pattern and Scale in Ecology,1995,1,6.23,6.147,6,4,0.09,Gardner 1987 NLM,0,https://openalex.org/W4211118413
10.1007/978-3-540-92706-8_6,light,4,"Functional Relationships Between Old-Growth Forest Canopies, Understorey Light and Vegetation Dynami",2009,1,6.208,5.208,6,3,0.217,Montgomery & Chazdon 2001,0,https://openalex.org/W1908447211
10.1023/a:1012525626267,forest,4,A Review of Forest Gap Models,2001,1,6.184,5.502,5,2,0.169,Piper 2018,0,https://openalex.org/W2151203582
10.1002/ecs2.2002,light,4,Tropical forest light regimes in a human‐modified landscape,2017,1,6.177,5.177,6,4,0.264,Matsuo 2021,0,https://openalex.org/W2768597919
10.1016/s0168-1923(01)00284-2,lai,4,A practical scheme for correcting multiple scattering effects on optical LAI measurements,2001,1,6.166,5.908,7,3,0.113,Fang 2019 LAI review,0,https://openalex.org/W2063078821
10.1016/j.agrformet.2021.108695,lai,4,Using fractal dimension to correct clumping effect in leaf area index measurement by digital cover p,2021,1,6.157,5.157,7,2,0.228,Chianucci 2019,0,https://openalex.org/W3209448809
10.1198/106186006x128551,field,4,Fast and Exact Simulation of Large Gaussian Lattice Systems in ℝ2: Exploring the Limits,2006,1,6.142,5.142,6,3,0.41,Dietrich & Newsam 1997,0,https://openalex.org/W2014125835
10.1016/j.agrformet.2025.110846,lai,4,Clumping index estimation with 30°-tilted cameras in row crops: Evaluation of methods and segment si,2025,1,6.137,5.137,7,2,0.323,Demarez 2008,0,https://openalex.org/W4414477095
,lai,4,A simplified methodology for the correction of Leaf Area Index (LAI) measurements obtained by ceptom,2014,1,6.133,5.542,7,2,0.157,Chianucci 2019,0,https://openalex.org/W2340539101
10.1086/318629,light,4,Causes and Consequences of Monodominance in Tropical Lowland Forests,2001,1,6.124,5.935,8,3,0.104,Canham 1994,0,https://openalex.org/W1992495470
10.1046/j.1440-1703.2003.00578.x,light,4,Forest structure and tree species distribution in relation to topography‐mediated heterogeneity of s,2003,1,6.122,5.584,7,4,0.15,Helbach 2022,0,https://openalex.org/W1988943413
10.1007/s10342-011-0500-x,lai,4,"Influence of stand, site and meteorological variables on the maximum leaf area index of beech, oak a",2011,1,6.121,5.841,8,2,0.116,Demarez 2008,0,https://openalex.org/W2036938039
10.1016/s0168-1923(98)00082-3,light,4,Comparison of various methods for estimating the mean growing season percent photosynthetic photon f,1998,1,6.121,6.098,8,2,0.082,Leblanc 2005,0,https://openalex.org/W1978250896
10.1016/j.agrformet.2007.05.001,lai,4,Estimating forest leaf area using cover and fullframe fisheye photography: Thinking inside the circl,2007,1,6.099,5.834,7,2,0.114,Leblanc 2005,0,https://openalex.org/W2003890479
10.1111/j.1461-0248.2007.01134.x,lai,4,"First direct landscape‐scale measurement of tropical rain forest Leaf Area Index, a key driver of gl",2007,1,6.095,5.504,6,3,0.157,Montgomery & Chazdon 2001,0,https://openalex.org/W2135489169
10.1016/j.agrformet.2010.08.002,lai,4,Retrieval of leaf area index from top-of-canopy digital photography over agricultural crops,2010,1,6.079,5.079,6,2,0.257,Leblanc 2005,0,https://openalex.org/W2069693699
10.1016/j.jag.2015.07.007,lai,4,Inter- and intra-annual variations of clumping index derived from the MODIS BRDF product,2015,1,6.075,5.143,6,2,0.202,Demarez 2008,0,https://openalex.org/W1119322803
10.1139/x02-087,light,4,The effect of spatially variable overstory on the understory light environment of an open-canopied l,2002,1,6.058,5.452,7,2,0.159,Nicotra 1999,0,https://openalex.org/W2131751820
10.1016/j.compag.2016.09.011,lai,4,Preliminary study on integrated wireless smart terminals for leaf area index measurement,2016,1,6.048,5.874,7,3,0.102,Demarez 2008,0,https://openalex.org/W2522313844
10.1016/j.agrformet.2011.01.001,lai,4,Long term and seasonal courses of leaf area index in a semi-arid forest plantation,2011,1,6.043,5.657,7,2,0.13,Demarez 2008,0,https://openalex.org/W2094845052
10.1007/s00468-024-02589-4,lai,4,Seasonal variation of canopy vertical structural profiles measured at two temperate forests: interco,2024,1,6.031,5.379,8,3,0.165,Chianucci 2019,0,https://openalex.org/W4405399831
10.1109/tgrs.2006.872529,lai,4,Validation of global moderate-resolution LAI products: a framework proposed within the CEOS land pro,2006,1,6.023,5.091,7,2,0.202,Fang 2019 LAI review,0,https://openalex.org/W2097110832
10.5589/m03-011,lai,4,Integrating clumping effects in forest canopy structure: an assessment through hemispherical photogr,2003,1,6.021,5.021,7,2,0.405,Demarez 2008,0,https://openalex.org/W2165503062
10.2307/1934797,evo,4,Competition among Fugitive Species in a Harlequin Environment,1972,1,6.015,5.288,5,2,0.175,Hamilton & May 1977,0,https://openalex.org/W2051895482
10.1007/978-1-4613-1163-8_1,light,4,Photosynthetic Responses of Tropical Forest Plants to Contrasting Light Environments,1996,1,6.002,5.32,5,2,0.169,Piper 2018,0,https://openalex.org/W1568746376
10.1007/bf00128995,nlm,4,Dispersal of annual plants in hierarchically structured landscapes,1995,1,5.998,5.49,6,4,0.146,Hamilton & May 1977,0,https://openalex.org/W2020077787
10.1016/j.ecoinf.2023.102441,lai,4,Near-infrared digital hemispherical photography enables correction of plant area index for woody mat,2023,1,5.997,4.997,6,2,0.213,Chianucci 2019,0,https://openalex.org/W4390081167
10.1016/j.agrformet.2009.06.001,lai,4,The computation of foliage clumping index using hemispherical photography,2009,1,5.996,4.996,5,4,0.466,Demarez 2008,0,https://openalex.org/W2092197994
10.1111/1467-9469.00058,field,4,Fitting Gaussian Markov Random Fields to Gaussian Fields,2001,1,5.993,4.993,6,3,0.212,Lindgren 2011 SPDE,0,https://openalex.org/W2069876697
10.1016/j.spasta.2013.04.007,lai,4,Modeling forest canopies with a hierarchical multi-ring Boolean model for estimating a leaf area ind,2013,1,5.993,5.622,7,2,0.128,Demarez 2008,0,https://openalex.org/W2093761723
10.1139/x26-017,light,4,A simple and efficient method to estimate microsite light availability under a forest canopy,1996,1,5.984,5.476,6,3,0.146,Nicotra 1999,0,https://openalex.org/W2156108016
10.1111/1467-9876.00113,field,4,Model-Based Geostatistics,1998,1,5.98,5.7,5,5,0.116,Zhang 2004,0,https://openalex.org/W2130761473
10.1126/science.230.4728.895,forest,4,Resource Availability and Plant Antiherbivore Defense,1985,1,5.978,5.652,7,2,0.122,Piper 2018,0,https://openalex.org/W2166390717
10.1111/2041-210x.14199,lai,4,HemiPy : A Python module for automated estimation of forest biophysical variables and uncertainties ,2023,1,5.978,5.342,7,2,0.163,Demarez 2008,0,https://openalex.org/W4385707119
10.1016/j.rse.2020.111935,lai,4,Evaluation of global leaf area index and fraction of absorbed photosynthetically active radiation pr,2020,1,5.977,5.083,6,2,0.197,Fang 2019 LAI review,0,https://openalex.org/W3037054039
,light,4,Understory Light Availability and Spatial Variation,2013,1,5.972,5.154,7,3,0.187,Helbach 2022,0,https://openalex.org/W2281372051
10.1016/j.ecolind.2021.107549,lai,4,Continuous estimation of leaf area index and the woody-to-total area ratio of two deciduous shrub ca,2021,1,5.97,5.44,7,2,0.149,Leblanc 2005,0,https://openalex.org/W3133688513
10.1201/9780203492024,field,4,Gaussian Markov Random Fields,2005,1,5.969,4.969,6,2,0.251,Lindgren 2011 SPDE,0,https://openalex.org/W143236119
10.11606/d.11.2007.tde-12062007-094338,light,4,Regime de distúrbio e dinâmica da regeneração natural na Floresta Pluvial Atlântica Submontana,2007,1,5.957,5.533,5,3,0.135,Canham 1990,0,https://openalex.org/W1511732981
10.1016/j.agrformet.2023.109308,light,4,Ecologically relevant canopy openness from hemispherical photographs,2023,1,5.956,4.956,7,2,0.403,Demarez 2008,0,https://openalex.org/W4320478496
10.1111/1365-2435.12428,light,4,Crown plasticity enables trees to optimize canopy packing in mixed‐species forests,2015,1,5.95,5.745,7,3,0.106,Montgomery & Chazdon 2001,0,https://openalex.org/W2045211767
10.1080/01431161.2014.883096,lai,4,SPOT-VEGETATION GEOV1 biophysical parameters in semi-arid agro-ecosystems,2014,1,5.95,5.185,7,2,0.18,Fang 2019 LAI review,0,https://openalex.org/W2085040683
10.2307/2389012,light,4,Spatial and Temporal Patterns of Light and Canopy Structure in a Lowland Tropical Moist Forest,1992,1,5.945,4.945,6,3,0.219,Montgomery & Chazdon 2001,0,https://openalex.org/W2291048863
10.1109/tgrs.2026.3673700,lai,4,Modified Logarithm Averaging Method for Clumping Index Calculation Using Tracing Radiation and Archi,2026,1,5.943,4.943,6,3,0.266,Chianucci 2019,0,https://openalex.org/W7135234235
